Region,Country,Date,Measure,Value,New,Population
Saarland,Germany,2021-04-08,Deaths,940,0,986887
Saarland,Germany,2021-04-09,Deaths,940,0,986887
Saarland,Germany,2021-04-10,Deaths,940,0,986887
Saarland,Germany,2021-04-11,Deaths,940,0,986887
Saarland,Germany,2021-04-12,Deaths,940,0,986887
Saarland,Germany,2021-04-13,Deaths,940,0,986887
Saarland,Germany,2021-04-14,Deaths,940,0,986887
Sachsen,Germany,2020-03-02,Cases,1,NA,4071971
Sachsen,Germany,2020-03-03,Cases,1,0,4071971
Sachsen,Germany,2020-03-04,Cases,1,0,4071971
Sachsen,Germany,2020-03-05,Cases,1,0,4071971
Sachsen,Germany,2020-03-06,Cases,3,2,4071971
Sachsen,Germany,2020-03-07,Cases,5,2,4071971
Sachsen,Germany,2020-03-08,Cases,10,5,4071971
Sachsen,Germany,2020-03-09,Cases,15,5,4071971
Sachsen,Germany,2020-03-10,Cases,37,22,4071971
Sachsen,Germany,2020-03-11,Cases,54,17,4071971
Sachsen,Germany,2020-03-12,Cases,81,27,4071971
Sachsen,Germany,2020-03-13,Cases,118,37,4071971
Sachsen,Germany,2020-03-14,Cases,152,34,4071971
Sachsen,Germany,2020-03-15,Cases,182,30,4071971
Sachsen,Germany,2020-03-16,Cases,224,42,4071971
Sachsen,Germany,2020-03-17,Cases,311,87,4071971
Sachsen,Germany,2020-03-18,Cases,445,134,4071971
Sachsen,Germany,2020-03-19,Cases,600,155,4071971
Sachsen,Germany,2020-03-20,Cases,743,143,4071971
Sachsen,Germany,2020-03-21,Cases,872,129,4071971
Sachsen,Germany,2020-03-22,Cases,924,52,4071971
Sachsen,Germany,2020-03-23,Cases,1049,125,4071971
Sachsen,Germany,2020-03-24,Cases,1209,160,4071971
Sachsen,Germany,2020-03-25,Cases,1390,181,4071971
Sachsen,Germany,2020-03-26,Cases,1560,170,4071971
Sachsen,Germany,2020-03-27,Cases,1748,188,4071971
Sachsen,Germany,2020-03-28,Cases,1911,163,4071971
Sachsen,Germany,2020-03-29,Cases,1982,71,4071971
Sachsen,Germany,2020-03-30,Cases,2123,141,4071971
Sachsen,Germany,2020-03-31,Cases,2305,182,4071971
Sachsen,Germany,2020-04-01,Cases,2490,185,4071971
Sachsen,Germany,2020-04-02,Cases,2714,224,4071971
Sachsen,Germany,2020-04-03,Cases,2966,252,4071971
Sachsen,Germany,2020-04-04,Cases,3106,140,4071971
Sachsen,Germany,2020-04-05,Cases,3174,68,4071971
Sachsen,Germany,2020-04-06,Cases,3257,83,4071971
Sachsen,Germany,2020-04-07,Cases,3400,143,4071971
Sachsen,Germany,2020-04-08,Cases,3559,159,4071971
Sachsen,Germany,2020-04-09,Cases,3660,101,4071971
Sachsen,Germany,2020-04-10,Cases,3790,130,4071971
Sachsen,Germany,2020-04-11,Cases,3870,80,4071971
Sachsen,Germany,2020-04-12,Cases,3958,88,4071971
Sachsen,Germany,2020-04-13,Cases,3999,41,4071971
Sachsen,Germany,2020-04-14,Cases,4072,73,4071971
Sachsen,Germany,2020-04-15,Cases,4130,58,4071971
Sachsen,Germany,2020-04-16,Cases,4232,102,4071971
Sachsen,Germany,2020-04-17,Cases,4276,44,4071971
Sachsen,Germany,2020-04-18,Cases,4323,47,4071971
Sachsen,Germany,2020-04-19,Cases,4346,23,4071971
Sachsen,Germany,2020-04-20,Cases,4379,33,4071971
Sachsen,Germany,2020-04-21,Cases,4428,49,4071971
Sachsen,Germany,2020-04-22,Cases,4479,51,4071971
Sachsen,Germany,2020-04-23,Cases,4513,34,4071971
Sachsen,Germany,2020-04-24,Cases,4558,45,4071971
Sachsen,Germany,2020-04-25,Cases,4580,22,4071971
Sachsen,Germany,2020-04-26,Cases,4600,20,4071971
Sachsen,Germany,2020-04-27,Cases,4621,21,4071971
Sachsen,Germany,2020-04-28,Cases,4655,34,4071971
Sachsen,Germany,2020-04-29,Cases,4695,40,4071971
Sachsen,Germany,2020-04-30,Cases,4730,35,4071971
Sachsen,Germany,2020-05-01,Cases,4752,22,4071971
Sachsen,Germany,2020-05-02,Cases,4774,22,4071971
Sachsen,Germany,2020-05-03,Cases,4784,10,4071971
Sachsen,Germany,2020-05-04,Cases,4791,7,4071971
Sachsen,Germany,2020-05-05,Cases,4854,63,4071971
Sachsen,Germany,2020-05-06,Cases,4890,36,4071971
Sachsen,Germany,2020-05-07,Cases,4924,34,4071971
Sachsen,Germany,2020-05-08,Cases,4970,46,4071971
Sachsen,Germany,2020-05-09,Cases,4993,23,4071971
Sachsen,Germany,2020-05-10,Cases,5001,8,4071971
Sachsen,Germany,2020-05-11,Cases,5022,21,4071971
Sachsen,Germany,2020-05-12,Cases,5047,25,4071971
Sachsen,Germany,2020-05-13,Cases,5083,36,4071971
Sachsen,Germany,2020-05-14,Cases,5121,38,4071971
Sachsen,Germany,2020-05-15,Cases,5142,21,4071971
Sachsen,Germany,2020-05-16,Cases,5157,15,4071971
Sachsen,Germany,2020-05-17,Cases,5160,3,4071971
Sachsen,Germany,2020-05-18,Cases,5178,18,4071971
Sachsen,Germany,2020-05-19,Cases,5210,32,4071971
Sachsen,Germany,2020-05-20,Cases,5240,30,4071971
Sachsen,Germany,2020-05-21,Cases,5251,11,4071971
Sachsen,Germany,2020-05-22,Cases,5257,6,4071971
Sachsen,Germany,2020-05-23,Cases,5262,5,4071971
Sachsen,Germany,2020-05-24,Cases,5267,5,4071971
Sachsen,Germany,2020-05-25,Cases,5276,9,4071971
Sachsen,Germany,2020-05-26,Cases,5291,15,4071971
Sachsen,Germany,2020-05-27,Cases,5310,19,4071971
Sachsen,Germany,2020-05-28,Cases,5323,13,4071971
Sachsen,Germany,2020-05-29,Cases,5333,10,4071971
Sachsen,Germany,2020-05-30,Cases,5338,5,4071971
Sachsen,Germany,2020-05-31,Cases,5338,0,4071971
Sachsen,Germany,2020-06-01,Cases,5338,0,4071971
Sachsen,Germany,2020-06-02,Cases,5340,2,4071971
Sachsen,Germany,2020-06-03,Cases,5349,9,4071971
Sachsen,Germany,2020-06-04,Cases,5355,6,4071971
Sachsen,Germany,2020-06-05,Cases,5360,5,4071971
Sachsen,Germany,2020-06-06,Cases,5366,6,4071971
Sachsen,Germany,2020-06-07,Cases,5366,0,4071971
Sachsen,Germany,2020-06-08,Cases,5369,3,4071971
Sachsen,Germany,2020-06-09,Cases,5376,7,4071971
Sachsen,Germany,2020-06-10,Cases,5379,3,4071971
Sachsen,Germany,2020-06-11,Cases,5380,1,4071971
Sachsen,Germany,2020-06-12,Cases,5384,4,4071971
Sachsen,Germany,2020-06-13,Cases,5384,0,4071971
Sachsen,Germany,2020-06-14,Cases,5385,1,4071971
Sachsen,Germany,2020-06-15,Cases,5386,1,4071971
Sachsen,Germany,2020-06-16,Cases,5396,10,4071971
Sachsen,Germany,2020-06-17,Cases,5429,33,4071971
Sachsen,Germany,2020-06-18,Cases,5443,14,4071971
Sachsen,Germany,2020-06-19,Cases,5453,10,4071971
Sachsen,Germany,2020-06-20,Cases,5459,6,4071971
Sachsen,Germany,2020-06-21,Cases,5464,5,4071971
Sachsen,Germany,2020-06-22,Cases,5470,6,4071971
Sachsen,Germany,2020-06-23,Cases,5479,9,4071971
Sachsen,Germany,2020-06-24,Cases,5480,1,4071971
Sachsen,Germany,2020-06-25,Cases,5485,5,4071971
Sachsen,Germany,2020-06-26,Cases,5485,0,4071971
Sachsen,Germany,2020-06-27,Cases,5486,1,4071971
Sachsen,Germany,2020-06-28,Cases,5488,2,4071971
Sachsen,Germany,2020-06-29,Cases,5491,3,4071971
Sachsen,Germany,2020-06-30,Cases,5495,4,4071971
Sachsen,Germany,2020-07-01,Cases,5496,1,4071971
Sachsen,Germany,2020-07-02,Cases,5500,4,4071971
Sachsen,Germany,2020-07-03,Cases,5502,2,4071971
Sachsen,Germany,2020-07-04,Cases,5502,0,4071971
Sachsen,Germany,2020-07-05,Cases,5502,0,4071971
Sachsen,Germany,2020-07-06,Cases,5506,4,4071971
Sachsen,Germany,2020-07-07,Cases,5509,3,4071971
Sachsen,Germany,2020-07-08,Cases,5512,3,4071971
Sachsen,Germany,2020-07-09,Cases,5515,3,4071971
Sachsen,Germany,2020-07-10,Cases,5517,2,4071971
Sachsen,Germany,2020-07-11,Cases,5519,2,4071971
Sachsen,Germany,2020-07-12,Cases,5519,0,4071971
Sachsen,Germany,2020-07-13,Cases,5521,2,4071971
Sachsen,Germany,2020-07-14,Cases,5526,5,4071971
Sachsen,Germany,2020-07-15,Cases,5529,3,4071971
Sachsen,Germany,2020-07-16,Cases,5532,3,4071971
Sachsen,Germany,2020-07-17,Cases,5536,4,4071971
Sachsen,Germany,2020-07-18,Cases,5536,0,4071971
Sachsen,Germany,2020-07-19,Cases,5537,1,4071971
Sachsen,Germany,2020-07-20,Cases,5548,11,4071971
Sachsen,Germany,2020-07-21,Cases,5553,5,4071971
Sachsen,Germany,2020-07-22,Cases,5555,2,4071971
Sachsen,Germany,2020-07-23,Cases,5562,7,4071971
Sachsen,Germany,2020-07-24,Cases,5566,4,4071971
Sachsen,Germany,2020-07-25,Cases,5567,1,4071971
Sachsen,Germany,2020-07-26,Cases,5568,1,4071971
Sachsen,Germany,2020-07-27,Cases,5577,9,4071971
Sachsen,Germany,2020-07-28,Cases,5580,3,4071971
Sachsen,Germany,2020-07-29,Cases,5587,7,4071971
Sachsen,Germany,2020-07-30,Cases,5590,3,4071971
Sachsen,Germany,2020-07-31,Cases,5595,5,4071971
Sachsen,Germany,2020-08-01,Cases,5598,3,4071971
Sachsen,Germany,2020-08-02,Cases,5600,2,4071971
Sachsen,Germany,2020-08-03,Cases,5613,13,4071971
Sachsen,Germany,2020-08-04,Cases,5627,14,4071971
Sachsen,Germany,2020-08-05,Cases,5641,14,4071971
Sachsen,Germany,2020-08-06,Cases,5683,42,4071971
Sachsen,Germany,2020-08-07,Cases,5692,9,4071971
Sachsen,Germany,2020-08-08,Cases,5705,13,4071971
Sachsen,Germany,2020-08-09,Cases,5707,2,4071971
Sachsen,Germany,2020-08-10,Cases,5724,17,4071971
Sachsen,Germany,2020-08-11,Cases,5742,18,4071971
Sachsen,Germany,2020-08-12,Cases,5761,19,4071971
Sachsen,Germany,2020-08-13,Cases,5778,17,4071971
Sachsen,Germany,2020-08-14,Cases,5792,14,4071971
Sachsen,Germany,2020-08-15,Cases,5794,2,4071971
Sachsen,Germany,2020-08-16,Cases,5796,2,4071971
Sachsen,Germany,2020-08-17,Cases,5808,12,4071971
Sachsen,Germany,2020-08-18,Cases,5826,18,4071971
Sachsen,Germany,2020-08-19,Cases,5845,19,4071971
Sachsen,Germany,2020-08-20,Cases,5860,15,4071971
Sachsen,Germany,2020-08-21,Cases,5876,16,4071971
Sachsen,Germany,2020-08-22,Cases,5887,11,4071971
Sachsen,Germany,2020-08-23,Cases,5893,6,4071971
Sachsen,Germany,2020-08-24,Cases,5912,19,4071971
Sachsen,Germany,2020-08-25,Cases,5938,26,4071971
Sachsen,Germany,2020-08-26,Cases,5971,33,4071971
Sachsen,Germany,2020-08-27,Cases,5998,27,4071971
Sachsen,Germany,2020-08-28,Cases,6021,23,4071971
Sachsen,Germany,2020-08-29,Cases,6030,9,4071971
Sachsen,Germany,2020-08-30,Cases,6033,3,4071971
Sachsen,Germany,2020-08-31,Cases,6092,59,4071971
Sachsen,Germany,2020-09-01,Cases,6129,37,4071971
Sachsen,Germany,2020-09-02,Cases,6159,30,4071971
Sachsen,Germany,2020-09-03,Cases,6191,32,4071971
Sachsen,Germany,2020-09-04,Cases,6219,28,4071971
Sachsen,Germany,2020-09-05,Cases,6231,12,4071971
Sachsen,Germany,2020-09-06,Cases,6234,3,4071971
Sachsen,Germany,2020-09-07,Cases,6261,27,4071971
Sachsen,Germany,2020-09-08,Cases,6305,44,4071971
Sachsen,Germany,2020-09-09,Cases,6348,43,4071971
Sachsen,Germany,2020-09-10,Cases,6394,46,4071971
Sachsen,Germany,2020-09-11,Cases,6463,69,4071971
Sachsen,Germany,2020-09-12,Cases,6504,41,4071971
Sachsen,Germany,2020-09-13,Cases,6518,14,4071971
Sachsen,Germany,2020-09-14,Cases,6565,47,4071971
Sachsen,Germany,2020-09-15,Cases,6623,58,4071971
Sachsen,Germany,2020-09-16,Cases,6680,57,4071971
Sachsen,Germany,2020-09-17,Cases,6756,76,4071971
Sachsen,Germany,2020-09-18,Cases,6822,66,4071971
Sachsen,Germany,2020-09-19,Cases,6870,48,4071971
Sachsen,Germany,2020-09-20,Cases,6894,24,4071971
Sachsen,Germany,2020-09-21,Cases,6942,48,4071971
Sachsen,Germany,2020-09-22,Cases,7008,66,4071971
Sachsen,Germany,2020-09-23,Cases,7088,80,4071971
Sachsen,Germany,2020-09-24,Cases,7193,105,4071971
Sachsen,Germany,2020-09-25,Cases,7241,48,4071971
Sachsen,Germany,2020-09-26,Cases,7285,44,4071971
Sachsen,Germany,2020-09-27,Cases,7307,22,4071971
Sachsen,Germany,2020-09-28,Cases,7355,48,4071971
Sachsen,Germany,2020-09-29,Cases,7423,68,4071971
Sachsen,Germany,2020-09-30,Cases,7500,77,4071971
Sachsen,Germany,2020-10-01,Cases,7578,78,4071971
Sachsen,Germany,2020-10-02,Cases,7671,93,4071971
Sachsen,Germany,2020-10-03,Cases,7746,75,4071971
Sachsen,Germany,2020-10-04,Cases,7757,11,4071971
Sachsen,Germany,2020-10-05,Cases,7856,99,4071971
Sachsen,Germany,2020-10-06,Cases,8025,169,4071971
Sachsen,Germany,2020-10-07,Cases,8208,183,4071971
Sachsen,Germany,2020-10-08,Cases,8458,250,4071971
Sachsen,Germany,2020-10-09,Cases,8633,175,4071971
Sachsen,Germany,2020-10-10,Cases,8800,167,4071971
Sachsen,Germany,2020-10-11,Cases,8887,87,4071971
Sachsen,Germany,2020-10-12,Cases,9054,167,4071971
Sachsen,Germany,2020-10-13,Cases,9376,322,4071971
Sachsen,Germany,2020-10-14,Cases,9735,359,4071971
Sachsen,Germany,2020-10-15,Cases,10132,397,4071971
Sachsen,Germany,2020-10-16,Cases,10464,332,4071971
Sachsen,Germany,2020-10-17,Cases,10799,335,4071971
Sachsen,Germany,2020-10-18,Cases,10977,178,4071971
Sachsen,Germany,2020-10-19,Cases,11285,308,4071971
Sachsen,Germany,2020-10-20,Cases,11881,596,4071971
Sachsen,Germany,2020-10-21,Cases,12467,586,4071971
Sachsen,Germany,2020-10-22,Cases,13122,655,4071971
Sachsen,Germany,2020-10-23,Cases,13721,599,4071971
Sachsen,Germany,2020-10-24,Cases,14315,594,4071971
Sachsen,Germany,2020-10-25,Cases,14570,255,4071971
Sachsen,Germany,2020-10-26,Cases,15130,560,4071971
Sachsen,Germany,2020-10-27,Cases,15940,810,4071971
Sachsen,Germany,2020-10-28,Cases,17264,1324,4071971
Sachsen,Germany,2020-10-29,Cases,18502,1238,4071971
Sachsen,Germany,2020-10-30,Cases,19400,898,4071971
Sachsen,Germany,2020-10-31,Cases,20376,976,4071971
Sachsen,Germany,2020-11-01,Cases,20767,391,4071971
Sachsen,Germany,2020-11-02,Cases,21723,956,4071971
Sachsen,Germany,2020-11-03,Cases,22911,1188,4071971
Sachsen,Germany,2020-11-04,Cases,24544,1633,4071971
Sachsen,Germany,2020-11-05,Cases,26080,1536,4071971
Sachsen,Germany,2020-11-06,Cases,27315,1235,4071971
Sachsen,Germany,2020-11-07,Cases,28098,783,4071971
Sachsen,Germany,2020-11-08,Cases,28589,491,4071971
Sachsen,Germany,2020-11-09,Cases,29438,849,4071971
Sachsen,Germany,2020-11-10,Cases,30753,1315,4071971
Sachsen,Germany,2020-11-11,Cases,31926,1173,4071971
Sachsen,Germany,2020-11-12,Cases,33357,1431,4071971
Sachsen,Germany,2020-11-13,Cases,34764,1407,4071971
Sachsen,Germany,2020-11-14,Cases,35917,1153,4071971
Sachsen,Germany,2020-11-15,Cases,36532,615,4071971
Sachsen,Germany,2020-11-16,Cases,37547,1015,4071971
Sachsen,Germany,2020-11-17,Cases,39160,1613,4071971
Sachsen,Germany,2020-11-18,Cases,40461,1301,4071971
Sachsen,Germany,2020-11-19,Cases,42133,1672,4071971
Sachsen,Germany,2020-11-20,Cases,43683,1550,4071971
Sachsen,Germany,2020-11-21,Cases,45000,1317,4071971
Sachsen,Germany,2020-11-22,Cases,45799,799,4071971
Sachsen,Germany,2020-11-23,Cases,46975,1176,4071971
Sachsen,Germany,2020-11-24,Cases,48660,1685,4071971
Sachsen,Germany,2020-11-25,Cases,50494,1834,4071971
Sachsen,Germany,2020-11-26,Cases,52759,2265,4071971
Sachsen,Germany,2020-11-27,Cases,54861,2102,4071971
Sachsen,Germany,2020-11-28,Cases,56433,1572,4071971
Sachsen,Germany,2020-11-29,Cases,57463,1030,4071971
Sachsen,Germany,2020-11-30,Cases,59042,1579,4071971
Sachsen,Germany,2020-12-01,Cases,61337,2295,4071971
Sachsen,Germany,2020-12-02,Cases,63680,2343,4071971
Sachsen,Germany,2020-12-03,Cases,66454,2774,4071971
Sachsen,Germany,2020-12-04,Cases,68786,2332,4071971
Sachsen,Germany,2020-12-05,Cases,70506,1720,4071971
Sachsen,Germany,2020-12-06,Cases,71791,1285,4071971
Sachsen,Germany,2020-12-07,Cases,73879,2088,4071971
Sachsen,Germany,2020-12-08,Cases,76328,2449,4071971
Sachsen,Germany,2020-12-09,Cases,79292,2964,4071971
Sachsen,Germany,2020-12-10,Cases,82619,3327,4071971
Sachsen,Germany,2020-12-11,Cases,85271,2652,4071971
Sachsen,Germany,2020-12-12,Cases,88059,2788,4071971
Sachsen,Germany,2020-12-13,Cases,89633,1574,4071971
Sachsen,Germany,2020-12-14,Cases,92521,2888,4071971
Sachsen,Germany,2020-12-15,Cases,95856,3335,4071971
Sachsen,Germany,2020-12-16,Cases,99322,3466,4071971
Sachsen,Germany,2020-12-17,Cases,102736,3414,4071971
Sachsen,Germany,2020-12-18,Cases,105669,2933,4071971
Sachsen,Germany,2020-12-19,Cases,108223,2554,4071971
Sachsen,Germany,2020-12-20,Cases,110128,1905,4071971
Sachsen,Germany,2020-12-21,Cases,112675,2547,4071971
Sachsen,Germany,2020-12-22,Cases,116454,3779,4071971
Sachsen,Germany,2020-12-23,Cases,120206,3752,4071971
Sachsen,Germany,2020-12-24,Cases,122933,2727,4071971
Sachsen,Germany,2020-12-25,Cases,124278,1345,4071971
Sachsen,Germany,2020-12-26,Cases,126012,1734,4071971
Sachsen,Germany,2020-12-27,Cases,127588,1576,4071971
Sachsen,Germany,2020-12-28,Cases,129815,2227,4071971
Sachsen,Germany,2020-12-29,Cases,133413,3598,4071971
Sachsen,Germany,2020-12-30,Cases,136616,3203,4071971
Sachsen,Germany,2020-12-31,Cases,138546,1930,4071971
Sachsen,Germany,2021-01-01,Cases,139536,990,4071971
Sachsen,Germany,2021-01-02,Cases,140784,1248,4071971
Sachsen,Germany,2021-01-03,Cases,141787,1003,4071971
Sachsen,Germany,2021-01-04,Cases,143534,1747,4071971
Sachsen,Germany,2021-01-05,Cases,146946,3412,4071971
Sachsen,Germany,2021-01-06,Cases,150071,3125,4071971
Sachsen,Germany,2021-01-07,Cases,152807,2736,4071971
Sachsen,Germany,2021-01-08,Cases,155301,2494,4071971
Sachsen,Germany,2021-01-09,Cases,156664,1363,4071971
Sachsen,Germany,2021-01-10,Cases,157391,727,4071971
Sachsen,Germany,2021-01-11,Cases,158836,1445,4071971
Sachsen,Germany,2021-01-12,Cases,161409,2573,4071971
Sachsen,Germany,2021-01-13,Cases,163561,2152,4071971
Sachsen,Germany,2021-01-14,Cases,165240,1679,4071971
Sachsen,Germany,2021-01-15,Cases,166591,1351,4071971
Sachsen,Germany,2021-01-16,Cases,167549,958,4071971
Sachsen,Germany,2021-01-17,Cases,168004,455,4071971
Sachsen,Germany,2021-01-18,Cases,168728,724,4071971
Sachsen,Germany,2021-01-19,Cases,170385,1657,4071971
Sachsen,Germany,2021-01-20,Cases,171921,1536,4071971
Sachsen,Germany,2021-01-21,Cases,173054,1133,4071971
Sachsen,Germany,2021-01-22,Cases,174122,1068,4071971
Sachsen,Germany,2021-01-23,Cases,174888,766,4071971
Sachsen,Germany,2021-01-24,Cases,175320,432,4071971
Sachsen,Germany,2021-01-25,Cases,175774,454,4071971
Sachsen,Germany,2021-01-26,Cases,177038,1264,4071971
Sachsen,Germany,2021-01-27,Cases,178232,1194,4071971
Sachsen,Germany,2021-01-28,Cases,178976,744,4071971
Sachsen,Germany,2021-01-29,Cases,179796,820,4071971
Sachsen,Germany,2021-01-30,Cases,180398,602,4071971
Sachsen,Germany,2021-01-31,Cases,180644,246,4071971
Sachsen,Germany,2021-02-01,Cases,181124,480,4071971
Sachsen,Germany,2021-02-02,Cases,182093,969,4071971
Sachsen,Germany,2021-02-03,Cases,182973,880,4071971
Sachsen,Germany,2021-02-04,Cases,183676,703,4071971
Sachsen,Germany,2021-02-05,Cases,184337,661,4071971
Sachsen,Germany,2021-02-06,Cases,184742,405,4071971
Sachsen,Germany,2021-02-07,Cases,184885,143,4071971
Sachsen,Germany,2021-02-08,Cases,185112,227,4071971
Sachsen,Germany,2021-02-09,Cases,185830,718,4071971
Sachsen,Germany,2021-02-10,Cases,186414,584,4071971
Sachsen,Germany,2021-02-11,Cases,186985,571,4071971
Sachsen,Germany,2021-02-12,Cases,187458,473,4071971
Sachsen,Germany,2021-02-13,Cases,187742,284,4071971
Sachsen,Germany,2021-02-14,Cases,187871,129,4071971
Sachsen,Germany,2021-02-15,Cases,188262,391,4071971
Sachsen,Germany,2021-02-16,Cases,188942,680,4071971
Sachsen,Germany,2021-02-17,Cases,189584,642,4071971
Sachsen,Germany,2021-02-18,Cases,190105,521,4071971
Sachsen,Germany,2021-02-19,Cases,190583,478,4071971
Sachsen,Germany,2021-02-20,Cases,191029,446,4071971
Sachsen,Germany,2021-02-21,Cases,191151,122,4071971
Sachsen,Germany,2021-02-22,Cases,191506,355,4071971
Sachsen,Germany,2021-02-23,Cases,192291,785,4071971
Sachsen,Germany,2021-02-24,Cases,193026,735,4071971
Sachsen,Germany,2021-02-25,Cases,193705,679,4071971
Sachsen,Germany,2021-02-26,Cases,194238,533,4071971
Sachsen,Germany,2021-02-27,Cases,194652,414,4071971
Sachsen,Germany,2021-02-28,Cases,194807,155,4071971
Sachsen,Germany,2021-03-01,Cases,195169,362,4071971
Sachsen,Germany,2021-03-02,Cases,196083,914,4071971
Sachsen,Germany,2021-03-03,Cases,196766,683,4071971
Sachsen,Germany,2021-03-04,Cases,197365,599,4071971
Sachsen,Germany,2021-03-05,Cases,197954,589,4071971
Sachsen,Germany,2021-03-06,Cases,198440,486,4071971
Sachsen,Germany,2021-03-07,Cases,198588,148,4071971
Sachsen,Germany,2021-03-08,Cases,199085,497,4071971
Sachsen,Germany,2021-03-09,Cases,200014,929,4071971
Sachsen,Germany,2021-03-10,Cases,201003,989,4071971
Sachsen,Germany,2021-03-11,Cases,201809,806,4071971
Sachsen,Germany,2021-03-12,Cases,202746,937,4071971
Sachsen,Germany,2021-03-13,Cases,203286,540,4071971
Sachsen,Germany,2021-03-14,Cases,203495,209,4071971
Sachsen,Germany,2021-03-15,Cases,204123,628,4071971
Sachsen,Germany,2021-03-16,Cases,205380,1257,4071971
Sachsen,Germany,2021-03-17,Cases,206591,1211,4071971
Sachsen,Germany,2021-03-18,Cases,208018,1427,4071971
Sachsen,Germany,2021-03-19,Cases,209222,1204,4071971
Sachsen,Germany,2021-03-20,Cases,210068,846,4071971
Sachsen,Germany,2021-03-21,Cases,210403,335,4071971
Sachsen,Germany,2021-03-22,Cases,211263,860,4071971
Sachsen,Germany,2021-03-23,Cases,212985,1722,4071971
Sachsen,Germany,2021-03-24,Cases,214582,1597,4071971
Sachsen,Germany,2021-03-25,Cases,216187,1605,4071971
Sachsen,Germany,2021-03-26,Cases,217624,1437,4071971
Sachsen,Germany,2021-03-27,Cases,218652,1028,4071971
Sachsen,Germany,2021-03-28,Cases,219188,536,4071971
Sachsen,Germany,2021-03-29,Cases,220027,839,4071971
Sachsen,Germany,2021-03-30,Cases,221807,1780,4071971
Sachsen,Germany,2021-03-31,Cases,223630,1823,4071971
Sachsen,Germany,2021-04-01,Cases,225205,1575,4071971
Sachsen,Germany,2021-04-02,Cases,226066,861,4071971
Sachsen,Germany,2021-04-03,Cases,226814,748,4071971
Sachsen,Germany,2021-04-04,Cases,227430,616,4071971
Sachsen,Germany,2021-04-05,Cases,227871,441,4071971
Sachsen,Germany,2021-04-06,Cases,228763,892,4071971
Sachsen,Germany,2021-04-07,Cases,230863,2100,4071971
Sachsen,Germany,2021-04-08,Cases,232963,2100,4071971
Sachsen,Germany,2021-04-09,Cases,234580,1617,4071971
Sachsen,Germany,2021-04-10,Cases,235714,1134,4071971
Sachsen,Germany,2021-04-11,Cases,236326,612,4071971
Sachsen,Germany,2021-04-12,Cases,237275,949,4071971
Sachsen,Germany,2021-04-13,Cases,239411,2136,4071971
Sachsen,Germany,2021-04-14,Cases,240443,1032,4071971
Sachsen,Germany,2020-03-13,Deaths,1,NA,4071971
Sachsen,Germany,2020-03-14,Deaths,2,1,4071971
Sachsen,Germany,2020-03-15,Deaths,2,0,4071971
Sachsen,Germany,2020-03-16,Deaths,2,0,4071971
Sachsen,Germany,2020-03-17,Deaths,2,0,4071971
Sachsen,Germany,2020-03-18,Deaths,2,0,4071971
Sachsen,Germany,2020-03-19,Deaths,3,1,4071971
Sachsen,Germany,2020-03-20,Deaths,5,2,4071971
Sachsen,Germany,2020-03-21,Deaths,6,1,4071971
Sachsen,Germany,2020-03-22,Deaths,7,1,4071971
Sachsen,Germany,2020-03-23,Deaths,10,3,4071971
Sachsen,Germany,2020-03-24,Deaths,17,7,4071971
Sachsen,Germany,2020-03-25,Deaths,24,7,4071971
Sachsen,Germany,2020-03-26,Deaths,28,4,4071971
Sachsen,Germany,2020-03-27,Deaths,35,7,4071971
Sachsen,Germany,2020-03-28,Deaths,38,3,4071971
Sachsen,Germany,2020-03-29,Deaths,39,1,4071971
Sachsen,Germany,2020-03-30,Deaths,51,12,4071971
Sachsen,Germany,2020-03-31,Deaths,68,17,4071971
Sachsen,Germany,2020-04-01,Deaths,72,4,4071971
Sachsen,Germany,2020-04-02,Deaths,90,18,4071971
Sachsen,Germany,2020-04-03,Deaths,107,17,4071971
Sachsen,Germany,2020-04-04,Deaths,115,8,4071971
Sachsen,Germany,2020-04-05,Deaths,118,3,4071971
Sachsen,Germany,2020-04-06,Deaths,123,5,4071971
Sachsen,Germany,2020-04-07,Deaths,129,6,4071971
Sachsen,Germany,2020-04-08,Deaths,137,8,4071971
Sachsen,Germany,2020-04-09,Deaths,144,7,4071971
Sachsen,Germany,2020-04-10,Deaths,151,7,4071971
Sachsen,Germany,2020-04-11,Deaths,158,7,4071971
Sachsen,Germany,2020-04-12,Deaths,161,3,4071971
Sachsen,Germany,2020-04-13,Deaths,167,6,4071971
Sachsen,Germany,2020-04-14,Deaths,172,5,4071971
Sachsen,Germany,2020-04-15,Deaths,174,2,4071971
Sachsen,Germany,2020-04-16,Deaths,179,5,4071971
Sachsen,Germany,2020-04-17,Deaths,184,5,4071971
Sachsen,Germany,2020-04-18,Deaths,184,0,4071971
Sachsen,Germany,2020-04-19,Deaths,184,0,4071971
Sachsen,Germany,2020-04-20,Deaths,188,4,4071971
Sachsen,Germany,2020-04-21,Deaths,193,5,4071971
Sachsen,Germany,2020-04-22,Deaths,193,0,4071971
Sachsen,Germany,2020-04-23,Deaths,195,2,4071971
Sachsen,Germany,2020-04-24,Deaths,199,4,4071971
Sachsen,Germany,2020-04-25,Deaths,199,0,4071971
Sachsen,Germany,2020-04-26,Deaths,199,0,4071971
Sachsen,Germany,2020-04-27,Deaths,201,2,4071971
Sachsen,Germany,2020-04-28,Deaths,202,1,4071971
